ph,Hardness,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
8.051022203,171.751754,319.0050711,496.9062662,16.19287015,91.12321932,3.767443126,1
8.416086817,208.3260218,297.3305281,444.5601085,12.64517578,78.75653284,4.93008381,1
,166.9139914,349.8852761,411.478461,9.45647317,94.90112227,3.743703735,1
7.933067692,204.7242814,331.087177,449.6856024,15.66962824,55.40407966,4.534233043,1
7.917608595,181.5253898,,291.7960672,13.0436168,77.13105116,3.784085381,1
8.942045991,215.6737861,129,541.9154677,9.31377068,70.82837383,4.354287641,1
7.033945359,246.622871,305.6164225,516.2178472,17.52681934,91.60279375,3.931730863,1
,158.2076474,247.1800381,399.7669648,16.08623245,53.50208576,4.108856703,1
7.580048808,225.0885545,,503.9087331,18.5024061,78.3543407,3.959636524,1
8.473249064,129.2400806,,590.9065736,15.29270572,63.93982069,4.81018543,1
6.816416925,237.2695048,349.772176,477.0239651,16.57405983,92.9457572,4.274738214,1
6.460033522,215.4406413,307.5634549,365.0941435,8.127542868,77.55495328,3.535597779,1
6.227826795,169.9262216,297.4044974,460.4153864,20.78959171,93.3007329,4.007347485,1
,190.5675212,362.1469773,471.4447687,13.76023094,90.30630974,4.400203469,1
,195.5409669,462.474215,435.418245,15.84604761,,3.612918763,1
5.632731647,283.9972841,318.465146,425.9842127,11.81323117,67.65102459,5.114607051,1
6.191241443,231.3227967,248.3043909,488.9541644,13.02213512,54.0608511,3.315070593,1
7.701032797,121.5751392,354.2502518,368.224575,12.99726326,69.26020923,3.395482609,1
,187.0432834,,443.8433994,11.0539246,74.10818032,3.498716819,1
8.832641116,199.4250377,,453.7579722,14.63243828,82.65063482,3.452149736,1
5.646083312,219.3429325,386.0387902,401.2562923,16.65011437,31.17403937,3.938505627,1
7.332103963,185.4150767,,310.2619742,14.94221731,,3.901096866,1
7.896743922,197.6020777,400.2745792,270.7940588,11.30058731,53.20184836,4.889458166,1
5.675294715,228.5903923,,330.0786128,11.42337702,59.26709921,5.021464632,1
6.010617577,184.5585817,421.4860892,314.5298134,20.31461674,83.70793779,4.867287404,1
7.986018499,180.7955581,287.5708839,434.9545189,8.64249441,84.58196267,3.153004728,1
,263.8576754,,427.8114563,17.15196898,77.81069949,4.304051632,1
7.159613912,167.8233153,,437.3485849,15.58190274,61.85352795,4.943842601,1
7.565198073,213.4282694,377.2216723,341.7164586,15.66995529,67.23005672,5.185000024,1
6.865568515,231.4450543,,496.6034248,16.15496381,91.46170878,4.916218246,1
5.736675709,180.2909076,423.876297,415.0065756,12.3928694,83.70704536,2.741791308,1
6.129069622,198.0210951,,464.8513219,14.02860216,61.44694473,3.83763909,1
5.991371082,186.7226312,338.0275987,430.1851618,17.66455498,68.57319774,4.53937115,1
9.723377231,190.8974211,357.3847087,443.0374169,13.3078238,62.82668747,4.072063353,1
7.736312841,225.0631028,289.9459845,433.9740225,15.15381695,74.76510056,3.700916676,1
6.715799479,193.1625009,314.4524251,316.2780291,17.86553321,85.19251082,4.999752023,1
7.966762553,163.9272419,,366.3795436,17.12586347,,4.816347767,1
8.242558635,155.6161124,338.293868,418.2637575,13.2658526,66.57795245,3.529427237,1
6.539546128,215.4452044,312.3354721,426.0834788,17.95000056,54.98387785,4.076403287,1
6.78538406,216.6470682,,343.9724054,15.23864173,65.61470498,4.677920641,1
7.007974587,248.9047116,335.0542435,403.7542555,10.90547626,75.33302517,4.628974864,1
7.740383939,179.3023814,421.39399,471.7831534,8.412402057,66.16343924,3.01336084,1
7.918087079,175.3372395,,322.5334232,11.30924507,70.11674609,4.64004301,1
5.772769698,186.0606035,333.0733642,312.8693643,12.37627228,32.76116092,4.154685424,1
7.571684493,173.0083385,436.2940712,305.834487,11.00959203,92.48188502,3.920287688,1
8.73352533,203.3961302,288.6784626,336.8246562,16.70192017,68.79306179,3.1492018,1
6.917858355,200.7055053,321.6964552,453.6375097,11.28338664,91.94218052,5.544167317,1
8.512780909,157.6669175,305.8555705,377.6189451,13.30939096,43.01942665,4.026622094,1
6.539115261,218.6196993,355.4438313,585.166427,10.74214585,40.77385621,4.211671959,1
,228.756819,314.1432699,309.6084112,19.21837404,54.26800807,5.53747584,1
8.22708313,274.351887,241.4469173,417.6737022,9.809669142,79.39710489,3.619181848,1
7.274198051,156.1108292,381.1804665,591.801472,12.31249282,59.68051842,3.152762794,1
7.118980168,160.9626028,292.2878884,440.3178709,10.00814598,61.67980126,5.349210586,1
,163.4098192,317.4674988,279.6468038,10.81167299,81.5264574,3.574605162,1
5.941942536,249.1635669,335.7960815,517.5468169,15.9318794,66.55141892,4.302179285,1
7.278910903,135.2592725,357.9097952,480.1431086,11.31600157,54.94399196,4.201577247,1
7.445189026,150.7757235,476.5397173,355.578481,15.35242482,74.76097575,2.745803765,1
6.442496436,183.0713549,408.2426703,385.0148668,16.14825846,83.33251626,2.891018879,1
,190.8774698,288.2315179,365.1481516,13.68083772,91.92574167,4.989876168,1
6.919726155,194.8589999,299.7867108,394.8293259,11.98396088,69.85313474,4.12082788,1
6.47237105,164.7689015,373.2128081,368.0795101,12.76414071,96.79540303,4.134575197,1
8.25121778,167.3853532,323.4000316,277.4127111,12.4935102,61.27523403,3.495062986,1
,191.6651832,318.9924059,354.1018299,15.07245018,84.11567338,4.600663396,1
6.707108206,211.0865029,373.5718778,406.198555,18.78167888,,2.640246413,1
7.24019447,154.1375792,261.213317,451.0158383,10.85191677,,3.362821763,1
6.528490775,184.4291595,378.77572,430.4187865,13.62132497,100.8217919,4.585971676,1
7.031839174,175.4658605,,571.8220682,13.21648859,61.08465194,2.725564949,1
7.494391101,205.1907067,327.9493964,313.0915196,16.58907204,72.97674144,3.579651838,1
6.957433638,214.380139,328.81876,468.5550615,17.40726104,104.207104,4.89205044,1
,179.4081682,317.8375252,327.6509039,15.55358847,,3.327384429,1
6.962324595,205.1830198,254.729932,360.0589598,13.61755978,,4.526768327,1
6.509621638,197.7595026,353.0119744,472.7093809,11.0588185,64.66330907,3.802819638,1
8.069297893,191.0041072,350.5779501,418.2000717,12.29376979,49.0092564,3.021381555,1
7.213375388,213.7671763,327.717408,457.5115872,17.96873601,,3.453438876,1
6.790838199,271.6012124,368.8420115,610.6295503,9.386798894,91.40211169,3.438279839,1
6.975209178,175.4210394,290.0528022,401.0588017,10.28528265,66.4205789,5.25648355,1
7.422225264,203.3233079,256.5904511,401.7754572,9.025661104,53.01958497,4.486512693,1
6.505065807,226.4196094,318.2457103,484.0922845,18.52710477,80.46281041,2.890998522,1
6.617862257,174.2805663,326.1684795,479.9205378,15.91891223,60.33979353,4.601351198,1
6.769769339,178.3317527,369.9062775,299.4049766,18.70365696,62.86852727,3.846611901,1
6.341751224,139.959471,417.6024458,347.4644191,13.31442174,58.22098154,4.01901055,1
7.058866081,191.5484007,367.8531795,462.9937287,12.57442047,17.52776496,3.937334184,1
7.539287395,258.4900758,266.8031231,352.1959121,14.65080895,59.15884348,5.427372665,1
,163.1672501,284.6242699,522.6005118,14.39551852,78.8684647,4.64569167,1
7.490807654,198.9665123,,440.4711976,11.04745568,60.93598707,3.716367555,1
6.037428194,227.0339937,392.3805285,306.3862826,7.122391113,41.19050736,3.594217364,1
,158.6952089,425.7103307,471.0735367,15.35394973,74.88567577,3.392134168,1
6.706695161,232.926598,337.1110167,443.2087743,14.52338912,64.12174013,4.371882445,1
,156.3881195,291.9186741,554.2213897,14.27710289,53.48194274,4.709676028,1
,186.3655495,406.0380682,288.3687128,12.86141736,72.18701487,4.116263245,1
6.758851697,218.153477,304.6805992,382.5026998,18.8387354,53.81543482,3.639971876,1
7.48678088,151.2025915,,351.5754114,18.9385279,53.13713188,2.748428797,0
6.904121373,228.9604179,362.2965521,513.1888415,12.70446004,40.54603685,4.141819203,0
,155.2626089,449.2676875,456.185338,20.68097473,77.13750041,2.846501199,0
7.348937142,267.6552225,,541.7550825,13.40814649,54.61912764,4.725746456,0
7.846057926,224.0588768,300.4026201,387.9713358,13.40673745,43.07518647,2.487968647,0
,229.6206163,285.4326814,491.880578,11.02690948,85.24187346,3.113764306,0
6.1798098,248.833263,273.0868901,487.625733,9.696477803,69.69702548,3.70432422,0
6.755669308,209.3620748,334.6195242,499.0709093,19.33914307,81.09874611,3.959517637,0
,213.6522934,,483.7979676,15.74191083,78.81085249,4.312289708,0
7.266598792,98.45293051,423.1874849,502.8830673,7.360771583,76.29028546,4.952733208,0
8.218171066,116.0619504,,408.3601989,6.732793598,90.99326781,4.246446172,0
6.980061939,164.1271804,372.7483191,492.7034162,11.66575309,48.71029322,3.969463254,0
6.381978996,235.9451102,,511.4851573,16.18354243,77.83952139,3.299047219,0
6.64800546,191.8418015,,471.0471287,15.43828677,56.53238715,3.829783554,0
5.899936567,205.9137864,312.2832102,512.3365277,6.30605546,55.06524301,3.858978815,0
7.260904363,189.077962,356.6222215,390.2852661,14.39160618,81.08245565,4.383823385,0
5.575920648,223.3740073,234.6098078,252.9683278,12.24948915,59.52300261,4.294447559,0
5.467401255,197.0289262,347.4212659,355.1757122,12.76254632,67.15953241,3.717822718,0
6.090016057,216.7362319,317.9832359,409.4272358,10.75484155,30.96584429,2.943521712,0
8.205447053,145.7973174,359.3925667,420.3942228,15.85679712,100.7123059,3.73992167,0
7.670505864,123.3366439,390.7458255,462.9676393,18.69872993,82.9046574,3.93382646,0
6.791097166,209.1281633,288.3568559,291.3042116,12.32733519,57.30357735,3.084039762,0
6.006769481,226.8740986,225.5166278,275.9865953,9.650786456,52.64002548,4.034754809,0
,204.3847939,324.5051897,339.6418823,4.473092264,71.19049628,4.905229739,0
6.336342762,214.0719823,315.9967929,370.7956045,12.21941068,83.66887899,3.78880332,0
7.473235377,223.2649362,317.7088539,590.3251265,13.5569112,89.45357545,3.87771425,0
,214.1930778,,473.4153779,15.70689398,73.17019823,4.246388024,0
7.380104835,237.9226372,306.182925,478.654518,13.25447539,92.86455713,5.030452202,0
10.067633,144.6139557,390.9103283,415.0507563,17.65879359,,3.776788997,0
5.9159443,274.2636179,247.6457432,321.236814,12.09216676,39.44859287,2.585849315,0
,171.6950224,385.9537304,397.4417128,17.20160787,73.64699561,2.643212412,0
6.124847329,151.6913578,382.3189607,388.1375309,16.62195941,69.167847,4.211967654,0
,137.2534266,393.6845872,520.4105053,19.24955045,50.02993329,3.30241929,0
7.876495131,250.8966214,,391.2587937,16.54386888,59.24608623,3.913904717,0
6.021051323,178.2236826,,400.5663301,12.84182829,60.87015055,4.661057552,0
,193.1676112,359.4265371,417.4247663,16.78714533,38.10700463,3.818403943,0
,166.6966948,269.7075858,536.3369828,13.83929651,77.55032727,3.434798595,0
6.58545023,166.9659605,340.2457661,430.0785909,23.23432591,72.79991739,4.275640248,0
6.342671183,157.0461254,318.8534483,351.0242557,14.01914892,64.4074978,4.582591795,0
6.632990254,238.3247509,331.3018775,451.7344167,19.6409225,73.20154424,4.36085117,0
5.400700138,197.9189928,,503.8963569,17.40892171,77.38284144,3.555737566,0
7.460147818,221.3432095,,438.6196351,13.08908602,58.08399266,2.413628852,0
6.709822001,148.253186,,400.3428119,18.33085625,40.49559628,1.687624505,0
8.054893322,239.1397786,,574.4028275,17.77801461,56.35295296,3.52438043,0
5.365192408,238.2912124,255.5446784,393.5338792,12.46504348,27.0957029,3.180798457,0
6.920388988,252.3527992,285.7447584,368.629147,17.12080332,43.66708226,3.277601364,0
7.025456548,184.4844265,,559.0028538,14.39304637,56.29025198,2.927051442,0
7.974248428,173.7507758,337.9404817,347.7480612,13.75756405,75.53536915,3.195944251,0
8.03105522,222.6284245,314.4715658,452.9702847,12.0659628,78.54971219,3.338880126,0
7.614056817,213.6911685,,384.0872809,5.051694615,70.83321861,3.437946395,0
7.643578362,209.8608444,,337.6321732,8.863614187,63.64692149,3.76216286,0
7.731315009,169.049684,297.329355,525.8794084,16.07111983,74.90970542,5.164284275,0
6.268402756,154.6819023,290.7032363,421.220228,13.88135748,65.89139218,3.38970529,0
7.369911642,155.6448051,399.9407844,391.3242155,18.14856179,63.69861686,3.821721167,0
,241.1806799,333.9019892,386.2983586,14.53115476,33.91835076,4.142386059,0
6.320375285,165.8215453,354.2890348,422.3410482,14.79395985,46.04306451,2.728617352,0
7.290088572,205.2131051,357.7940881,402.8747986,7.96047754,63.69851444,4.700618336,0
6.356511062,164.6181852,345.1449576,430.9595045,15.3294379,47.02138185,3.415525525,0
7.974065001,160.2241817,324.0555922,371.2119513,18.69391504,54.28062385,4.069086698,0
4.943508444,267.5330269,,417.4125312,15.25279421,22.74973504,5.070841577,0
7.700362305,220.5717962,322.7503277,444.9576179,13.02743928,77.82980159,3.786486994,0
6.05460718,228.1980268,306.7968615,441.4985004,17.22914943,65.3402127,4.88916336,0
4.22142068,120.5601296,411.5808301,436.774598,14.39583877,64.60146839,4.278712401,0
8.545890346,255.3248719,,426.8833667,13.78298874,34.44829325,5.036882987,0
7.752176213,182.0647049,337.7537758,328.2172512,15.23112896,92.25506242,4.72550711,0
5.588129751,220.8175225,300.2204275,412.7085568,6.478625964,80.63780587,3.165618482,0
8.649868625,178.5887535,356.2630798,329.5041913,15.28065324,83.78347669,3.08168124,0
7.899256515,187.7006542,320.5323627,400.1498058,19.87360427,46.91334159,4.44817057,0
5.952267969,136.8905306,389.8097463,423.963995,15.37377985,68.969793,4.769768271,0
8.040187557,201.8092165,300.3984351,420.5492185,7.168607177,90.76177553,3.221138969,0
4.313219151,191.1193373,284.9459493,499.8547966,13.50127057,76.44396141,3.923590202,0
6.707016928,209.7788053,,553.6444595,8.027568475,78.23717969,3.165632391,0
5.853560601,186.8077508,,489.7968884,19.67070272,65.04000733,3.756873895,0
8.817402774,175.7549712,367.1541839,552.074544,7.73310927,91.44335576,3.864098419,0
,171.4349805,354.4446094,381.6854172,20.2120884,97.41888566,2.812503635,0
,193.5771567,342.6734093,322.7356853,18.51158554,77.71030699,3.481517395,0
7.47640846,246.1847192,341.1636312,339.7299878,16.21767979,77.60302139,3.47819378,0
7.691486298,155.1853193,405.169386,536.8895891,16.21496565,77.5820505,4.042497483,0
7.367371853,176.3352099,,354.7649403,10.6829209,37.36337117,3.817215105,0
8.927905926,188.0544191,376.3345659,438.515587,8.597973316,92.82832061,5.474354698,0
5.62122732,221.6494395,314.8713417,326.3508725,19.31253635,84.37732322,3.440753325,0
6.450644925,201.5966735,316.1058923,573.0337789,14.64270908,,5.241539196,0
7.566517125,205.3965817,354.1759723,395.2972755,12.09525149,63.76770204,3.275142037,0
6.115637546,240.9751559,339.4024397,407.3195393,21.30504837,63.07159747,3.723625473,0
7.595228724,188.3732817,365.2086922,326.6271313,13.88332895,73.43822049,3.497604114,0
,279.2324186,314.1626019,467.6280725,10.88002787,68.97517593,3.25627469,0
7.131221859,165.9090203,,510.9823292,16.42773933,47.13700036,4.713192605,0
7.399724708,258.0199471,339.8389768,354.6673118,14.97900007,73.00849576,3.79512408,0
7.002479941,168.9525905,,457.646782,9.812921149,56.92186165,3.352436318,0
5.345345371,238.51023,281.7717071,496.3508753,12.6246132,87.34283315,2.362886022,0
6.185951163,174.7961234,,479.0918451,13.74428378,51.49711211,5.2057243,0
6.070090952,161.5302665,,485.8662579,18.78051983,81.94610645,4.699457411,0
7.095569331,196.7349272,308.2036941,453.9547573,16.06273897,31.55501016,4.861276292,0
,189.7616538,,410.4797337,14.54546513,60.14011673,3.092816759,0
3.928556492,191.6659977,306.4795583,406.0856141,9.57860245,45.48073806,5.060835979,0
6.352973105,244.8467167,,403.5604823,12.52012614,59.04699355,4.15549464,0
5.999125178,219.7161088,264.285069,497.4771505,16.38119482,46.30352278,5.046973116,0
8.899588378,208.1065481,334.571785,381.1593537,14.39874024,48.29949653,3.92861371,0
7.37533762,194.8680827,349.9852426,495.0370675,14.24768198,77.0942343,5.127394949,0
8.979322853,184.309222,335.2169277,485.5831879,8.280181032,63.94417834,4.264944046,0
8.532377474,216.4541076,330.9784658,436.1649753,11.89570044,55.92182717,2.380088049,0
7.213537481,176.6400633,287.706912,332.1995072,10.3274762,77.26146784,3.497480961,0
,184.6668909,334.7534106,472.3299948,16.07344923,73.71021796,4.583109838,0
8.895574458,107.3833271,460.107069,444.9295836,13.99513554,78.34841499,4.754234802,0
6.582764204,219.1848137,348.9000157,341.2099365,15.17836842,68.98196616,3.668879697,0
,204.2405692,360.3887983,359.6221866,15.16317891,58.94560493,4.377502097,0
,160.59576,409.5019532,327.9245609,14.40755462,64.64499261,3.287617332,0
5.986593892,275.8865128,,354.1118604,11.78338316,92.22773294,5.051493874,0
6.841221063,166.6769499,318.7902016,532.1847408,21.46949128,78.22774764,5.092364652,0
,157.827352,,478.9989727,18.92897905,80.20284499,3.825770075,0
7.146117225,181.4344194,373.1971458,485.1092148,15.46998024,52.81293151,4.775201718,0
,237.7056814,318.1726874,434.3883037,11.66532921,59.77564205,3.943290757,0
7.507575296,172.5040208,351.4186342,377.0751326,10.67825495,68.85219615,3.703001047,0
7.997175823,214.8196269,312.0080945,513.5403984,17.70310393,70.29121366,4.817668211,0
5.174345998,234.3285691,314.9868005,407.1023017,13.77167997,36.18353587,3.689144992,0
,191.1504794,290.7091699,365.1405794,12.67950093,69.07443757,4.018446539,0
6.479092567,180.9586672,371.4054069,370.2898377,16.94256578,,3.089597302,0
7.811512445,258.8916012,289.1421749,421.1330348,9.631649747,71.70322701,4.54607021,0
7.437216653,242.7299686,306.1692512,413.655951,10.26277763,64.52918474,3.866874573,0
7.953878115,178.0665496,368.2176798,356.294341,18.63860277,61.46280651,2.86022397,0
6.396569931,243.7247069,,489.4493051,17.63803947,,4.188249712,0
,208.3670456,338.06369,540.8995403,9.980418463,84.57008277,3.594444416,0
8.058135997,191.2779316,356.6452541,278.5026326,12.60620441,65.51136125,3.13060894,0
,149.8389003,383.1131141,355.1849348,17.00349495,53.79972018,2.028875173,0
,220.9851581,,388.969021,21.08555041,70.26635473,4.875382905,0
9.497261163,124.4828102,427.1845083,530.2170079,19.97031761,49.80984101,5.24210533,0
7.984710742,121.0673575,445.3595467,338.5099837,12.8188163,59.26919288,4.567879972,0
6.26111058,270.4661706,286.3275624,490.9426507,12.92643494,22.21932677,4.753018575,0
6.957802749,219.2399523,306.6473845,431.3706622,17.42714462,56.43564639,4.587745469,0
9.663159015,131.7118961,,428.9064317,18.14347397,65.3604654,5.270217774,0
6.732713713,197.7669743,353.1763283,321.3645185,19.34049879,85.37196089,3.885405037,0
4.886057057,272.9203851,266.5622105,569.5812878,17.30153609,79.597988,3.079373114,0
9.610220345,156.9295462,,485.3791563,11.0478439,,4.961971972,0
8.518531795,128.2634658,458.4410723,554.1390374,15.97619573,87.4718213,4.147168618,0
6.950786515,201.8054906,352.3037707,417.1844458,19.68349292,49.23680886,3.997975215,0
6.023022741,170.7322887,305.7965294,508.8510531,12.24462226,62.96779323,3.668088579,0
9.011480407,167.9189217,400.6917743,385.4096085,16.57419003,50.52655122,4.270801389,0
7.946767904,277.1169457,273.3843106,306.8374019,11.79623473,70.01966581,3.038483125,0
7.709617351,189.8029139,367.7618582,397.8455658,15.24034941,,4.140423757,0
6.081615358,209.0596796,,410.5090897,7.996294863,101.1586753,4.010036799,0
8.146185794,191.38241,,445.931207,9.416901598,57.36364725,5.177963625,0
8.141861116,210.3765614,385.2366564,321.8674741,11.48352362,85.30071701,4.136950486,0
7.703356821,211.3446867,347.6308336,598.6628774,10.54234179,91.11869819,4.732125346,0
,149.0428459,284.9457587,288.5176973,15.7366419,62.75730663,3.771305113,0
9.252856509,168.0407511,415.4508101,400.0035891,11.94985385,62.25688126,3.300585826,0
6.047651489,177.4442641,,386.661205,15.51492959,30.55631047,2.589867903,0
6.152857802,171.1252874,323.8243755,406.0944271,10.88121534,65.71471834,4.403083394,0
9.074922874,184.9150548,394.1965212,339.3553332,6.658138625,,3.84047901,0
7.436537227,167.3284655,,398.5742148,14.82443288,69.25278308,4.497629168,0
,259.6710409,279.0010038,469.2876307,11.75242084,73.99704616,3.458352214,0
7.130099196,275.6797801,295.6188377,383.4550683,18.32287885,94.41630108,1.986191593,0
6.79212545,165.7942863,307.7527028,370.6005778,15.13809378,96.60054207,4.042637641,0
,230.4307616,,379.1728036,28.3,79.63306397,3.864931035,0
8.885626344,171.8397767,404.1043121,399.6725564,17.62359407,76.83122645,2.993300944,0
9.47531626,149.5580888,,436.2031128,13.92794627,71.83405763,4.701538331,0
,168.9630259,404.3430765,440.9520714,12.35272154,72.03364436,4.691017503,0
7.183108734,225.116079,361.6313811,294.9912247,5.537059329,81.45394122,4.006424839,0
6.157443145,155.8357062,298.1924062,533.2883507,14.35649568,68.12076148,4.770154312,0
6.467868302,236.6946481,214.4608338,356.3478419,14.41273359,54.64117553,2.861063943,0
,162.9353713,388.3127251,494.2887842,14.29769575,84.80296983,4.301273481,0
7.488133464,177.3530518,369.2106713,387.8680752,14.1494731,48.96599558,3.474034717,0
7.32354512,184.1360704,327.2612021,379.4924534,8.335244529,90.31206176,4.898421041,0
,253.6620371,256.0895168,554.5736619,13.71173747,97.7140489,3.067033981,0
6.530796124,138.0076716,,490.6441377,16.33794929,,3.181634909,0
6.931470427,156.8411949,384.6548025,398.6479443,17.85824171,72.23652477,4.249333174,0
7.774645243,194.7338584,,321.905681,18.87093884,,3.911816766,0
8.107500139,173.6646791,354.0372932,330.2115153,16.25700237,,4.647800627,0
6.306864459,220.9699797,283.9759925,350.9092266,19.86138156,61.8361853,4.619172769,0
,165.7379535,379.3749332,473.8049105,13.08287175,63.03516289,4.069165567,0
6.609680322,216.4280319,346.2853289,466.103008,11.46843204,41.25286912,3.589146441,0
6.632205879,232.7385452,302.3257718,458.3667847,13.30485235,65.318835,3.44374056,0
,247.1640183,305.0400259,419.4530877,12.75811406,60.31920264,4.287440678,0
5.716755667,197.1042098,287.0125645,345.0839364,17.273966,58.41151474,4.080674996,0
7.74045387,182.5410725,382.3415896,489.0470441,8.866966526,57.8774554,3.54131667,0
6.277277371,148.1860133,,474.6179536,9.604154965,61.83571167,3.619321182,0
8.006373298,116.7251221,,367.6889906,13.42516473,87.38198134,2.396505358,0
6.513016586,185.3385398,289.0143482,410.1013089,12.9246531,83.65219038,3.729960916,0
6.234197672,227.5608668,,351.1801006,13.039764,63.16396948,3.885492316,0
7.277143967,194.880861,344.8797537,402.6645821,15.4597516,76.98723151,4.931353522,0
6.04451303,211.577378,329.1670178,431.096425,10.61983085,,5.127778325,0
6.643026538,205.2331194,313.353813,455.693256,16.02194073,52.15347185,3.709988662,0
5.15045654,186.5608459,,379.5379369,17.60406646,58.831969,4.147028947,0
6.110545161,166.6373052,311.2535646,340.6306415,13.62381347,95.49467973,6.06455925,0
7.831117737,182.4738756,340.2759489,433.4604373,10.7939957,75.89570012,3.807997464,0
6.980727164,200.4672256,391.6668777,422.4895962,9.06690217,48.25046774,5.437618577,0
8.552782416,217.8033177,373.7461928,340.5662445,19.08488285,53.85605542,2.940847996,0
6.449379439,275.7467165,272.1975647,384.3806692,16.07830522,54.40446127,3.71542875,0
7.392084038,173.5287784,384.1172466,310.0748512,23.31769912,81.1295428,3.778458496,0
8.360795827,218.139622,310.2865771,471.5535946,10.64455442,49.77194099,3.715951409,0
7.619845077,113.5046982,377.8751931,285.3499428,17.03042901,48.9291399,3.779648433,0
5.404510674,258.9034888,248.7119634,396.9112142,15.51220766,65.80533075,3.998175886,0
7.079303518,137.0073552,433.6338999,342.7253184,9.113945216,88.32860483,5.553173841,0
,233.8466208,347.9864477,424.6497728,13.02799983,55.98397317,4.296188763,0
7.161714893,238.3335841,284.407842,478.7669705,16.83629125,74.38357982,3.909973568,0
6.854946859,149.853487,375.7186596,350.3447084,11.71889473,75.49873682,4.938999307,0
7.309556407,244.8397701,369.038841,477.2353813,12.47511872,60.80690207,3.707413724,0
9.313465893,133.1417512,417.2453878,267.8017107,10.36823018,75.43614701,4.493612765,0
,216.2716237,418.4942436,573.1595907,19.89268025,50.1705225,4.50102454,0
,250.6234728,,338.8141646,17.50851596,74.72782069,3.36517444,0
6.187938054,249.5271111,263.2684163,274.7647028,14.35295526,57.62336769,3.546183202,0
,240.984187,267.6808262,323.1575175,8.666283308,88.67926505,3.802426744,0
7.965337305,151.5418889,352.316182,527.6882417,15.79262497,52.26848971,3.390982111,0
9.264390909,160.428694,416.6983846,427.7938337,14.99298978,95.80480037,3.175520774,0
7.754044354,193.4498538,377.9900086,597.486041,8.939818292,45.72130807,3.760298085,0
9.393891652,252.7392485,,368.8346037,14.39739294,50.77529347,3.048565866,0
8.176079615,201.5537008,320.2601195,464.8033302,15.6276407,61.65474396,4.112322458,0
8.337696201,168.4691807,,302.4223185,14.52986411,41.39276825,3.454197457,0
,207.4268874,325.6329598,502.053001,17.01285622,64.49982558,2.813526756,0
7.191024857,151.3066736,403.7884299,465.1268383,16.88421403,77.51544432,4.270645693,0
8.613698595,235.9444359,378.7587148,418.6975296,13.60807513,,3.949220099,0
7.793039171,257.657739,251.3839437,439.7015995,9.557030905,54.23543289,3.389270098,0
3.878879389,177.7128409,299.2416239,447.3037558,12.45191188,63.16311346,4.927711075,0
,164.3171018,350.5843454,413.6922247,15.42114424,45.97940191,3.723776038,0
3.978284627,160.8184744,311.2953289,414.3282148,20.77148503,78.27324004,3.751565769,0
5.96406536,241.0308985,,486.5168842,13.17298911,64.71923989,4.696720853,0
7.53205858,185.5065627,,393.9718897,15.07024812,74.78064302,3.808569923,0
7.233538435,231.5608322,,475.8216449,8.688714873,35.83396853,3.679015068,0
,202.8111419,367.5334525,379.5645636,13.59185782,58.82255974,3.153800219,0
,115.3929794,437.5922998,422.0173564,10.80963195,53.61703537,4.21251085,0
7.480728114,117.0573145,414.855784,472.0593394,18.34021208,76.34458147,3.714874787,0
4.477091714,236.2824896,207.8904823,456.9797718,16.22570589,74.03569524,4.32768029,0
,207.3910967,345.5926345,420.2191036,22.34641467,92.32776021,2.739234987,0
,162.2636883,377.7193867,364.2735781,14.2100908,99.11860138,4.476991215,0
6.31407747,124.8479917,,396.6729763,18.42322647,73.10199735,4.363865763,0
,233.6938372,264.9160462,311.9742339,10.74910668,108.5894144,4.241935683,0
8.822610384,216.432576,,384.018547,15.95549106,78.82888343,4.415596156,0
6.922652371,185.8189891,341.066404,560.7877028,22.46612757,64.39542225,2.877354267,0
,169.6735306,393.2646996,359.7781341,16.82030772,60.37604138,3.611330374,0
6.904536858,110.8657883,368.387038,417.2493946,12.11872032,33.49938102,5.058905448,0
6.548017642,176.0065361,278.0933093,291.1215276,19.42253502,81.36856759,5.930227577,0
6.581082756,217.538504,310.6329105,476.4586674,11.43423936,48.55190969,3.511369718,0
7.864649673,218.1531069,349.9228521,414.3651494,14.78598251,72.60797967,3.585933522,0
6.136907177,151.784319,384.1560786,363.6184916,13.71370292,96.58286502,4.704585018,0
6.94702854,168.8795392,387.2999071,372.022817,15.19819136,74.0073726,2.600187733,0
6.203322508,214.8501112,369.7266834,319.7666815,10.24786327,65.30863745,3.487920051,0
,240.1345719,,359.5763336,13.51488652,72.77101719,3.212492693,0
8.373170925,179.5214064,339.4922222,396.6966974,13.69708744,110.4310803,2.786329667,0
,205.3041489,313.4117075,374.523197,11.83831294,47.65364194,5.026270726,0
5.921247069,200.9437304,279.2023071,380.4998179,11.2553569,31.96629681,3.74677556,0
8.829806178,216.1221437,377.2538339,301.8959591,16.21071289,64.40935886,4.423886042,0
,187.6134376,,507.5674883,18.13769053,79.34988134,5.324638005,0
6.832217388,164.2743931,281.6780401,389.9780973,14.83663674,44.36757376,3.145415511,0
9.281302611,215.9076249,,383.2600282,19.03487739,80.31759655,4.069976589,0
7.456250785,226.5382887,,417.1252097,10.06607565,67.30422419,4.279697428,0
7.088250976,172.6892999,355.2530789,298.6717594,13.6377826,,3.230645436,0
5.648628538,167.0300972,,347.7923206,10.68976878,75.28868753,5.370004183,0
